"Current ISBN-13 Complete"	"Ausgabennr."	"Current Project No"	"Description"	"Notification No"	"No_ Series"	"Serial Nos_"	"Series Code"	"Current Print Run No"	"Edition Group"	"Genre Code"	"Imprint Code"	"Item Disc Group "	"Item Type Code"	"Publication Date Edition"
"9783647550923"	"1037769"	"P1039089"	"Paul Wernle und Eduard Thurneysen"	"22"	""	""	""	"1"	"5500"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783647454177"	"1037811"	"P1039131"	"Widerstand und Fürsorge"	"22"	""	""	"785"	"1"	"4070"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666454172"	"1037813"	"P1039133"	"Widerstand und Fürsorge"	"22"	""	""	"785"	"1"	"4070"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783525702192"	"1038001"	"P1039407"	"Begegnung von Christen und Muslimen in der Schule"	"22"	""	""	""	"1"	"7020"	"SCHULE"	"VR"	"150"	"BUCH"	"01.01.1753"
"9783525401996"	"1038082"	"P1039518"	"Geschwister chronisch kranker und behinderter Kind"	"22"	""	""	""	"1"	"4080"	"PSYCH/MED"	"VR"	"100"	"BUCHMITADD"	"01.01.1753"
"9783525360873"	"1038125"	"P1039623"	"Zeitgeist auf Ordnungssuche"	"22"	""	""	"751"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525551011"	"1038150"	"P1039655"	"A Christoscopic Reading of Scripture: Johannes Oec"	"22"	""	""	"416"	"1"	"5500"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525701829"	"1038178"	"P1039687"	"Mit Freude lernen – ein Leben lang"	"22"	""	""	""	"1"	"7010"	"SCHULE"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783647365237"	"1036657"	"P1037765"	"Die deutschen Königspfalzen. Band 5: Bayern"	"22"	""	""	"162"	"1"	"3100"	"GESCH"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783525540473"	"1038224"	"P1039739"	"“Who is like Yahweh?”"	"22"	""	""	"146"	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525624364"	"1038226"	"P1039741"	"Der Jahreswechsel im Kirchenlied"	"22"	""	""	"023"	"1"	"5700"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525536810"	"1038223"	"P1039738"	"„Und Gideon starb in einem guten Greisenalter“"	"22"	""	""	"058"	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783666365232"	"1036658"	"P1037766"	"Die deutschen Königspfalzen. Band 5: Bayern"	"22"	""	""	"162"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783525624340"	"1038245"	"P1039759"	"Die kurze Form der Predigt"	"22"	""	""	"023"	"1"	"5700"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525557792"	"1038276"	"P1039809"	"Religion und Lebensführung im Umbruch der langen 1"	"22"	""	""	"022"	"1"	"5500"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525701836"	"1038289"	"P1039822"	"Stimmlich stimmiger Unterricht"	"22"	""	""	""	"1"	"7010"	"UNTERRICHT"	"VR"	"150"	"BUCHMITCD"	"01.01.1753"
"9783737005067"	"1038461"	"P1040034"	"Fachspezifische und Fachübergreifende Argumentatio"	"22"	""	""	"3039"	"1"	"U5000"	"WISS.THEO"	"UNIPRESSP"	"U230"	"OA"	"01.01.1753"
"9783847105084"	"1038465"	"P1040038"	"Rekonstruktive Fallarbeit in der Pflege"	"22"	""	""	"3051"	"1"	"U4500"	"PSYCH/MED"	"UNIPRESS6"	"U211"	"BUCH"	"01.01.1753"
"9783847105091"	"1038466"	"P1040039"	"Die Billings-Sarycev-Expedition 1785–1795"	"22"	""	""	"3116"	"1"	"U3110"	"GESCHICHTE"	"UNIPRESS6"	"U211"	"BUCH"	"01.01.1753"
"9783847105121"	"1038469"	"P1040042"	"Critical Approaches in Nursing Theory and Nursing "	"22"	""	""	"3051"	"1"	"U4500"	"PSYCH/MED"	"UNIPRESS6"	"U211"	"BUCH"	"01.01.1753"
"9783525701614"	"1038473"	"P1040048"	"Mädchengewalt: Verstehen und Handeln "	"22"	""	""	""	"1"	"7010"	"SCHULE"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783847105190"	"1038486"	"P1040061"	"Todeserfahrungen im Werk von Giovanni Segantini"	"22"	""	""	""	"1"	"U6000"	"INTERDISZI"	"UNIPRESS6"	"U211"	"BUCH"	"01.01.1753"
"9783647701820"	"1038522"	"P1040096"	"Mit Freude lernen – ein Leben lang"	"22"	""	""	""	"1"	"7010"	"SCHULE"	"VRE"	""	"E-BOOK"	"01.01.1753"
"9783666701825"	"1038524"	"P1040098"	"Mit Freude lernen – ein Leben lang"	"22"	""	""	""	"1"	"7010"	"SCHULE"	"VRP"	""	"E-BOOK"	"01.01.1753"
"9783647701837"	"1038527"	"P1040101"	"Stimmlich stimmiger Unterricht"	"22"	""	""	""	"1"	"7010"	"UNTERRICHT"	"VRE"	""	"E-BOOK"	"01.01.1753"
"9783666701832"	"1038529"	"P1040103"	"Stimmlich stimmiger Unterricht"	"22"	""	""	""	"1"	"7010"	"UNTERRICHT"	"VRP"	""	"E-BOOK"	"01.01.1753"
"9783647310275"	"1038566"	"P1040141"	"The Assassination of Symon Petliura and the Trial "	"22"	""	""	"056"	"1"	"3100"	"GESCH"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666310270"	"1038567"	"P1040142"	"The Assassination of Symon Petliura and the Trial "	"22"	""	""	"056"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783666300585"	"1038576"	"P1040151"	"Wo liegt die Bundesrepublik?"	"22"	""	""	""	"1"	"3000"	"GESCH"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783666360879"	"1038578"	"P1040153"	"Zeitgeist auf Ordnungssuche"	"22"	""	""	"751"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647360874"	"1038577"	"P1040152"	"Zeitgeist auf Ordnungssuche"	"22"	""	""	"751"	"1"	"3100"	"GESCH"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783647300580"	"1038575"	"P1040150"	"Wo liegt die Bundesrepublik?"	"22"	""	""	""	"1"	"3000"	"GESCH"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783647701615"	"1038621"	"P1040195"	"Mädchengewalt: Verstehen und Handeln "	"22"	""	""	""	"1"	"7010"	"SCHULE"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783647997476"	"1038622"	"P1040196"	"Mädchengewalt: Verstehen und Handeln "	"22"	""	""	""	"1"	"7010"	"SCHULE"	"VRE"	"231"	"EPUB"	"01.01.1753"
"9783666701610"	"1038623"	"P1040197"	"Mädchengewalt: Verstehen und Handeln "	"22"	""	""	""	"1"	"7010"	"SCHULE"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647551012"	"1038677"	"P1040260"	"A Christoscopic Reading of Scripture: Johannes Oec"	"22"	""	""	"416"	"1"	"5500"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666551017"	"1038678"	"P1040261"	"A Christoscopic Reading of Scripture: Johannes Oec"	"22"	""	""	"416"	"1"	"5500"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783847105275"	"1038695"	"P1040278"	"Beobachtung"	"22"	""	""	"3074"	"1"	"U2130"	"GERMANIST"	"UNIPRESS6"	"U211"	"BUCH"	"01.01.1753"
"9783647536811"	"1038708"	"P1040291"	"„Und Gideon starb in einem guten Greisenalter“"	"22"	""	""	"058"	"1"	"5300"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666536816"	"1038709"	"P1040292"	"„Und Gideon starb in einem guten Greisenalter“"	"22"	""	""	"058"	"1"	"5300"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647540474"	"1038710"	"P1040293"	"“Who is like Yahweh?”"	"22"	""	""	"146"	"1"	"5300"	"WISS.THEO"	"VRE"	""	"E-BOOK"	"01.01.1753"
"9783666540479"	"1038711"	"P1040294"	"“Who is like Yahweh?”"	"22"	""	""	"146"	"1"	"5300"	"WISS.THEO"	"VRP"	""	"E-BOOK"	"01.01.1753"
"9783647624365"	"1038712"	"P1040295"	"Der Jahreswechsel im Kirchenlied"	"22"	""	""	"023"	"1"	"5700"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666624360"	"1038713"	"P1040296"	"Der Jahreswechsel im Kirchenlied"	"22"	""	""	"023"	"1"	"5700"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647624341"	"1038714"	"P1040297"	"Die kurze Form der Predigt"	"22"	""	""	"023"	"1"	"5700"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666624346"	"1038715"	"P1040298"	"Die kurze Form der Predigt"	"22"	""	""	"023"	"1"	"5700"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647557793"	"1038716"	"P1040299"	"Religion und Lebensführung im Umbruch der langen 1"	"22"	""	""	"022"	"1"	"5500"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666557798"	"1038717"	"P1040300"	"Religion und Lebensführung im Umbruch der langen 1"	"22"	""	""	"022"	"1"	"5500"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783847005087"	"1038815"	"P1040403"	"Rekonstruktive Fallarbeit in der Pflege"	"22"	""	""	"3051"	"1"	"U4500"	"PSYCH/MED"	"UNIPRESS6E"	"U230"	"E-BOOK"	"01.01.1753"
"9783737005081"	"1038817"	"P1040405"	"Rekonstruktive Fallarbeit in der Pflege"	"22"	""	""	"3051"	"1"	"U4500"	"PSYCH/MED"	"UNIPRESSP"	"U230"	"E-BOOK"	"01.01.1753"
"9783847005094"	"1038822"	"P1040410"	"Die Billings-Sarycev-Expedition 1785–1795"	"22"	""	""	"3116"	"1"	"U3110"	"GESCHICHTE"	"UNIPRESS6E"	"U230"	"E-BOOK"	"01.01.1753"
"9783737005128"	"1038832"	"P1040420"	"Critical Approaches in Nursing Theory and Nursing "	"22"	""	""	"3051"	"1"	"U4500"	"PSYCH/MED"	"UNIPRESSP"	"U230"	"E-BOOK"	"01.01.1753"
"9783737005098"	"1038823"	"P1040411"	"Die Billings-Sarycev-Expedition 1785–1795"	"22"	""	""	"3116"	"1"	"U3110"	"GESCHICHTE"	"UNIPRESSP"	"U230"	"E-BOOK"	"01.01.1753"
"9783847005124"	"1038831"	"P1040419"	"Critical Approaches in Nursing Theory and Nursing "	"22"	""	""	"3051"	"1"	"U4500"	"PSYCH/MED"	"UNIPRESS6E"	"U230"	"E-BOOK"	"01.01.1753"
"9783647401997"	"1038840"	"P1040428"	"Geschwister chronisch kranker und behinderter Kind"	"22"	""	""	""	"1"	"4080"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666401992"	"1038845"	"P1040433"	"Geschwister chronisch kranker und behinderter Kind"	"22"	""	""	""	"1"	"4080"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647997544"	"1038848"	"P1040436"	"Geschwister chronisch kranker und behinderter Kind"	"22"	""	""	""	"1"	"4080"	"PSYCH/MED"	"VRE"	"231"	"EPUB"	"01.01.1753"
"9783847005193"	"1038849"	"P1040437"	"Todeserfahrungen im Werk von Giovanni Segantini"	"22"	""	""	""	""	"U6000"	"INTERDISZI"	"UNIPRESS6E"	"U230"	"E-BOOK"	"01.01.1753"
"9783737005197"	"1038852"	"P1040440"	"Todeserfahrungen im Werk von Giovanni Segantini"	"22"	""	""	""	"1"	"U6000"	"INTERDISZI"	"UNIPRESSP"	"U230"	"E-BOOK"	"01.01.1753"
"9783847105060"	"1038863"	"P1040452"	"Fachspezifische und Fachübergreifende Argumentatio"	"22"	""	""	"3039"	"1"	"U5000"	"WISS.THEO"	"UNIPRESS6"	"U211"	"BUCH"	"01.01.1753"
"9783847105305"	"1038919"	"P1040507"	"Schöpfen, Schlagen, Schützen"	"22"	""	""	"3062"	"1"	"U5000"	"TRJA"	"UNIPRESS6"	"U211"	"BUCH"	"01.01.1753"
"9783647806136"	"1038884"	"P1040472"	"Spiritualität als (ein) Weg der Welterfassung"	"22"	""	""	""	"1"	"4090"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666806131"	"1038885"	"P1040473"	"Spiritualität als (ein) Weg der Welterfassung"	"22"	""	""	""	"1"	"4090"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783847105336"	"1038928"	"P1040522"	"Mir troumt hînaht ein troum"	"22"	""	""	""	"1"	"U2130"	"GERMANIST"	"UNIPRESS6"	"U211"	"BUCH"	"01.01.1753"
"9783525462720"	"1038929"	"P1040523"	"Auf der Suche nach Resonanz"	"22"	""	""	""	"1"	"4070"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783647462721"	"1038982"	"P1040590"	"Auf der Suche nach Resonanz"	"22"	""	""	""	"1"	"4070"	"PSYCH/MED"	"VRE"	""	"E-BOOK"	"01.01.1753"
"9783666462726"	"1038983"	"P1040591"	"Auf der Suche nach Resonanz"	"22"	""	""	""	"1"	"4070"	"PSYCH/MED"	"VRP"	""	"E-BOOK"	"01.01.1753"
"9783525550922"	"1036190"	"P1037276"	"Paul Wernle und Eduard Thurneysen"	"22"	""	""	""	"1"	"5500"	"WISS.THEO"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783525702185"	"1037157"	"P1038305"	"Handbuch Dialogorientierter Religionsunterricht"	"22"	""	""	""	"1"	"7020"	"SCHULE"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783525402603"	"1028744"	"P1029723"	"Trauer: Forschung und Praxis verbinden"	"23"	""	""	"178"	"1"	"4090"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783525604564"	"1037400"	"P1038636"	"Die Irritation der Religion"	"23"	""	""	"681"	"1"	"5400"	"TRJA"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525101421"	"1011546"	"P1012676"	"Die Anfänge des Sozinianismus"	"23"	""	""	"930"	"1"	"5500"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525593684"	"1037959"	"P1039294"	"Der umstrittene Jesus und seine Apologie. Die Stre"	"23"	""	""	"518"	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525402597"	"1012115"	"P1013311"	"Wenn das Leben pflügt"	"23"	""	""	"178"	"1"	"4090"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783525560235"	"1037979"	"P1039357"	"The Rhetoric of the Revival: The Language of the G"	"23"	""	""	"535"	"1"	""	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525300879"	"1037986"	"P1039369"	"Weltstadtvergnügen"	"23"	""	""	""	"1"	"3000"	"GESCH"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525551059"	"1038050"	"P1039463"	"Denying Her Voice: The Figure of Miriam in Ancient"	"23"	""	""	"293"	"1"	"5300"	"TRJA"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525540497"	"1038052"	"P1039465"	"Weltanschauung als Erzählkultur"	"23"	""	""	"059"	"1"	"5400"	"TRJA"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525557778"	"1038164"	"P1039672"	"Glaube und Gegenwart"	"23"	""	""	"022"	"1"	"5500"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525402245"	"1038163"	"P1039670"	"Richtige Mutter – falsche Mutter?"	"23"	""	""	""	"1"	"4080"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783525564516"	"1038184"	"P1039695"	"Solidarische Toleranz"	"23"	""	""	"147"	"1"	"5600"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525534656"	"1038194"	"P1039705"	"Philo von Alexandria – Über die Freiheit des Recht"	"23"	""	""	"422"	"1"	"5300"	"WISS.THEO"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783525534663"	"1038201"	"P1039712"	"Hegesipp"	"23"	""	""	"422"	"1"	"5300"	"WISS.THEO"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783525462300"	"1038240"	"P1039755"	"Co-creativity and Community"	"23"	""	""	""	"1"	"4910"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783525451342"	"1038274"	"P1039805"	"Bindung und Risiko"	"23"	""	""	"784"	"1"	"4070"	"PSYCH/MED"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525490112"	"1038304"	"P1039842"	"Trans* im Glück – Geschlechtsangleichung als Chanc"	"23"	""	""	""	"1"	"4910"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783525702208"	"1038385"	"P1039948"	"Bilderbuchstunden"	"23"	""	""	""	"1"	"7020"	"UNTERRICHT"	"VR"	"100"	"BUCH"	"01.01.1753"
"9783525373132"	"1038398"	"P1039961"	"Migration and Landscape Transformation"	"23"	""	""	"935"	"1"	"3100"	"GESCH"	"VR"	"160"	"BUCH"	"01.01.1753"
"9783647702209"	"1038447"	"P1040016"	"Bilderbuchstunden"	"23"	""	""	""	"1"	"7020"	"UNTERRICHT"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783647997407"	"1038448"	"P1040017"	"Bilderbuchstunden"	"23"	""	""	""	"1"	"7020"	"UNTERRICHT"	"VRE"	"231"	"EPUB"	"01.01.1753"
"9783666702204"	"1038449"	"P1040018"	"Bilderbuchstunden"	"23"	""	""	""	"1"	"7020"	"UNTERRICHT"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783847105145"	"1038472"	"P1040047"	"Mediatisierung – Religiosität – Heilung"	"23"	""	""	""	"1"	"U6000"	"INTERDISZI"	"UNIPRESS6"	"U211"	"BUCH"	"01.01.1753"
"9783525570463"	"1038489"	"P1040065"	"Resonanzen: Neurobiologie, Evolution und Theologie"	"23"	""	""	"668"	"1"	"5600"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783525593721"	"1038500"	"P1040076"	"Die Metapher des Lamms in der Johannesapokalypse"	"23"	""	""	"518"	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783847103288"	"1035606"	"P1036637"	"Von der Aehnlichkeit der Griechischen und Deutsche"	"23"	""	""	""	"1"	"U2130"	"GERMANIST"	"UNIPRESS6"	"U211"	"BUCH"	"01.01.1753"
"9783666300592"	"1038563"	"P1040138"	"Regional, innovativ und gesund "	"23"	""	""	""	"1"	"3000"	"INTERDISZI"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783525300886"	"1038558"	"P1040133"	"Media and Minorities"	"23"	""	""	"788"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783647300597"	"1038562"	"P1040137"	"Regional, innovativ und gesund "	"23"	""	""	""	"1"	"3000"	"INTERDISZI"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783647300870"	"1038571"	"P1040146"	"Weltstadtvergnügen"	"23"	""	""	""	"1"	"3000"	"GESCH"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666300875"	"1038572"	"P1040147"	"Weltstadtvergnügen"	"23"	""	""	""	"1"	"3000"	"GESCH"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647996950"	"1038573"	"P1040148"	"Weltstadtvergnügen"	"23"	""	""	""	"1"	"3000"	"GESCH"	"VRE"	"231"	"EPUB"	"01.01.1753"
"9783647531199"	"1038637"	"P1040220"	"What is Human?"	"23"	""	""	""	"1"	"5300"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666593680"	"1038646"	"P1040229"	"Der umstrittene Jesus und seine Apologie. Die Stre"	"23"	""	""	"518"	"1"	"5300"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647560236"	"1038649"	"P1040232"	"The Rhetoric of the Revival: The Language of the G"	"23"	""	""	"535"	"1"	""	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666531194"	"1038638"	"P1040221"	"What is Human?"	"23"	""	""	""	"1"	"5300"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647593685"	"1038645"	"P1040228"	"Der umstrittene Jesus und seine Apologie. Die Stre"	"23"	""	""	"518"	"1"	"5300"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666560231"	"1038650"	"P1040233"	"The Rhetoric of the Revival: The Language of the G"	"23"	""	""	"535"	"1"	""	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647551050"	"1038655"	"P1040238"	"Denying Her Voice: The Figure of Miriam in Ancient"	"23"	""	""	"293"	"1"	"5300"	"TRJA"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666551055"	"1038656"	"P1040239"	"Denying Her Voice: The Figure of Miriam in Ancient"	"23"	""	""	"293"	"1"	"5300"	"TRJA"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647540498"	"1038657"	"P1040240"	"Weltanschauung als Erzählkultur"	"23"	""	""	"059"	"1"	"5400"	"TRJA"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666540493"	"1038658"	"P1040241"	"Weltanschauung als Erzählkultur"	"23"	""	""	"059"	"1"	"5400"	"TRJA"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783666557774"	"1038682"	"P1040265"	"Glaube und Gegenwart"	"23"	""	""	"022"	"1"	"5500"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647557779"	"1038681"	"P1040264"	"Glaube und Gegenwart"	"23"	""	""	"022"	"1"	"5500"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666564512"	"1038690"	"P1040273"	"Solidarische Toleranz"	"23"	""	""	"147"	"1"	"5600"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647564517"	"1038689"	"P1040272"	"Solidarische Toleranz"	"23"	""	""	"147"	"1"	"5600"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783647534657"	"1038696"	"P1040279"	"Philo von Alexandria – Über die Freiheit des Recht"	"23"	""	""	"422"	"1"	"5300"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666534652"	"1038697"	"P1040280"	"Philo von Alexandria – Über die Freiheit des Recht"	"23"	""	""	"422"	"1"	"5300"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647534664"	"1038698"	"P1040281"	"Hegesipp"	"23"	""	""	"422"	"1"	"5300"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666534669"	"1038699"	"P1040282"	"Hegesipp"	"23"	""	""	"422"	"1"	"5300"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647570464"	"1038729"	"P1040312"	"Resonanzen: Neurobiologie, Evolution und Theologie"	"23"	""	""	"668"	"1"	"5600"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666570469"	"1038731"	"P1040314"	"Resonanzen: Neurobiologie, Evolution und Theologie"	"23"	""	""	"668"	"1"	"5600"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647593722"	"1038744"	"P1040327"	"Die Metapher des Lamms in der Johannesapokalypse"	"23"	""	""	"518"	"1"	"5300"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666593727"	"1038745"	"P1040328"	"Die Metapher des Lamms in der Johannesapokalypse"	"23"	""	""	"518"	"1"	"5300"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647101422"	"1038752"	"P1040339"	"Die Anfänge des Sozinianismus"	"23"	""	""	"930"	"1"	"5500"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783525531198"	"1036877"	"P1038001"	"What is Human?"	"23"	""	""	""	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"01.01.1753"
"9783666101427"	"1038779"	"P1040366"	"Die Anfänge des Sozinianismus"	"23"	""	""	"930"	"1"	"5500"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647402598"	"1038789"	"P1040377"	"Wenn das Leben pflügt"	"23"	""	""	"178"	"1"	"4090"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666402593"	"1038790"	"P1040378"	"Wenn das Leben pflügt"	"23"	""	""	"178"	"1"	"4090"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647997612"	"1038793"	"P1040381"	"Wenn das Leben pflügt"	"23"	""	""	"178"	"1"	"4090"	"PSYCH/MED"	"VRE"	"231"	"EPUB"	"01.01.1753"
"9783666402609"	"1038796"	"P1040384"	"Trauer: Forschung und Praxis verbinden"	"23"	""	""	"178"	"1"	"4090"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647402246"	"1038797"	"P1040385"	"Richtige Mutter – falsche Mutter?"	"23"	""	""	""	"1"	"4080"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783647997605"	"1038798"	"P1040386"	"Trauer: Forschung und Praxis verbinden"	"23"	""	""	"178"	"1"	"4090"	"PSYCH/MED"	"VRE"	"231"	"EPUB"	"01.01.1753"
"9783647402604"	"1038794"	"P1040382"	"Trauer: Forschung und Praxis verbinden"	"23"	""	""	"178"	"1"	"4090"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783647997575"	"1038803"	"P1040391"	"Richtige Mutter – falsche Mutter?"	"23"	""	""	""	"1"	"4080"	"PSYCH/MED"	"VRE"	"231"	"EPUB"	"01.01.1753"
"9783666402241"	"1038800"	"P1040388"	"Richtige Mutter – falsche Mutter?"	"23"	""	""	""	"1"	"4080"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647451343"	"1038809"	"P1040397"	"Bindung und Risiko"	"23"	""	""	"784"	"1"	"4070"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666451348"	"1038819"	"P1040407"	"Bindung und Risiko"	"23"	""	""	"784"	"1"	"4070"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647462301"	"1038821"	"P1040409"	"Co-creativity and Community"	"23"	""	""	""	"1"	"4910"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
"9783666462306"	"1038833"	"P1040421"	"Co-creativity and Community"	"23"	""	""	""	"1"	"4910"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"01.01.1753"
"9783647997513"	"1038835"	"P1040423"	"Co-creativity and Community"	"23"	""	""	""	"1"	"4910"	"PSYCH/MED"	"VRE"	"231"	"EPUB"	"01.01.1753"
"9783647490113"	"1038856"	"P1040444"	"Trans* im Glück – Geschlechtsangleichung als Chanc"	"23"	""	""	""	"1"	"4910"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"01.01.1753"
